school_code,geographic_zone,school_type,data_source,gender,age_at_start_of_academic_year,class_level,grade_repetition_count,term_1_attendance,term_2_attendance,term_3_attendance,english_exam_score,math_exam_score,science_exam_score,social_studies_exam_score,average_exam_score,leap_beneficiary_status,travel_time_to_school,mode_of_transport_to_school,govt_support,parent_guardian_education_level,parent_guardian_occupation,no_of_siblings_in_school,home_has_electricity,own_textbooks,daily_study_hours_at_home,safety_at_home,safety_at_school,teacher_support_rating,school_enjoyment,missed_school_for_choreswork,missed_school_due_to_illness,barriers_to_regular_attendance,family_income_level,parent_attends_school_events,behaviour_warnings_punishments,class_participation,extracurricular_activities,dropout_label
3,1,1,0,1,13.0,1,0,95.0,91.0,91.0,87.0,75.0,54.0,198,77.75,0,0,1,1,5,1,33,0,0,2,3.0,3.0,3.0,3.0,0,4,3,4,1,3,3.0,0,0
1,0,1,0,1,11.1,1,0,84.0,86.1,77.1,73.8,66.3,71.8,123,70.82499999999999,0,0,1,1,5,0,13,1,5,0,4.1,1.2,1.8,4.4,2,1,3,4,5,2,4.9,1,0
3,1,1,0,1,13.0,1,0,93.0,99.0,99.0,81.0,43.0,93.0,196,77.5,1,1,2,0,0,0,20,1,6,0,4.0,5.0,4.0,5.0,2,3,3,4,3,2,5.0,0,0
1,0,1,0,1,14.1,0,5,74.2,73.0,75.0,61.4,60.4,66.6,108,64.375,0,0,1,2,5,0,44,1,6,2,4.2,3.2,3.8,4.6,2,1,6,4,1,3,4.3,0,0
1,0,1,0,0,11.1,0,0,76.8,74.4,76.4,85.1,76.1,57.7,160,74.32499999999999,0,0,1,1,5,0,29,1,5,0,5.1,3.2,4.2,3.2,0,1,2,4,1,2,4.2,0,0
3,1,1,0,1,7.0,2,7,83.5,86.0,82.6,78.8,72.1,81.3,176,79.05,0,3,1,1,5,5,57,1,6,2,3.9,4.1,4.6,2.7,2,1,3,4,3,3,4.1,1,0
1,0,1,0,0,14.0,1,0,72.0,76.0,73.0,68.0,69.0,70.0,119,69.5,0,1,1,2,5,5,55,1,6,2,3.0,4.0,5.0,5.0,2,6,2,4,5,0,5.0,0,0
3,1,1,0,1,13.0,1,0,88.0,97.0,97.0,49.0,57.0,94.0,68,65.25,1,1,1,0,5,5,33,1,6,1,3.0,3.0,3.0,3.0,0,1,3,0,5,2,3.0,0,0
3,1,1,0,1,13.0,1,0,95.0,91.0,91.0,61.0,91.0,70.0,198,79.25,2,3,1,2,1,5,60,1,1,2,4.0,3.0,4.0,3.0,0,1,3,2,1,2,3.0,0,0
3,1,1,0,1,12.0,0,0,98.0,93.0,93.0,88.0,58.0,81.0,9,67.0,0,1,1,1,1,4,20,0,5,2,3.0,3.0,3.0,3.0,0,1,3,3,5,2,3.0,0,0
3,1,1,0,1,8.0,3,7,79.9,81.8,85.5,65.4,68.7,60.8,85,64.92500000000001,0,3,2,2,5,5,13,1,6,2,3.4,3.0,3.7,4.0,2,1,6,4,3,2,4.0,0,0
3,1,1,0,1,8.0,3,0,96.0,99.0,99.0,90.0,76.0,89.0,199,87.75,1,0,1,0,4,5,33,1,6,2,4.0,5.0,4.0,5.0,0,3,3,3,1,2,5.0,0,0
3,1,1,0,1,12.0,0,0,88.0,87.0,87.0,95.0,67.0,50.0,81,69.0,0,1,1,1,4,5,20,1,6,0,5.0,3.0,5.0,3.0,2,4,3,2,5,2,3.0,0,0
3,1,1,0,1,8.0,3,0,95.0,98.0,98.0,61.0,57.0,80.0,191,71.75,2,1,1,2,1,4,44,0,6,0,4.0,5.0,4.0,5.0,0,3,3,4,1,2,5.0,0,0
1,0,1,0,0,13.0,0,0,68.0,76.0,69.0,61.0,62.0,62.0,119,64.0,0,1,1,2,5,4,55,1,1,0,4.0,5.0,3.0,3.0,2,5,2,4,3,1,3.0,0,0
0,1,1,0,1,13.0,4,10,83.0,85.0,79.0,65.0,64.0,72.0,86,66.5,2,3,2,2,3,1,33,1,6,0,1.0,5.0,5.0,5.0,2,5,5,2,1,2,3.0,0,0
3,1,1,0,0,12.0,0,10,86.0,89.0,89.0,77.0,82.0,93.0,195,86.0,0,5,1,1,5,5,5,0,6,0,5.0,2.0,5.0,2.0,0,1,3,4,1,2,2.0,0,0
3,1,1,0,1,12.0,0,10,98.0,89.0,89.0,69.0,82.0,92.0,113,78.25,0,1,2,1,1,4,33,0,6,0,3.0,5.0,3.0,5.0,0,1,3,4,5,2,5.0,0,0
3,1,1,0,1,7.0,2,0,75.4,71.0,74.7,62.2,67.1,66.2,37,62.225,0,0,2,2,5,5,13,1,6,2,3.0,3.7,3.2,2.9,2,6,6,4,5,0,2.0,0,0
3,1,1,0,0,13.0,1,0,90.0,96.0,96.0,45.0,90.0,86.0,179,76.75,1,0,2,0,5,4,20,1,6,2,3.0,3.0,3.0,3.0,0,4,3,4,3,2,3.0,0,0
3,1,1,0,1,9.0,3,14,20.0,37.0,0.0,34.0,25.0,38.0,1,30.5,0,5,2,1,1,2,5,0,1,1,2.0,2.0,2.0,1.0,2,5,5,3,2,2,1.0,0,1
3,1,1,0,0,13.0,1,0,89.0,97.0,97.0,59.0,94.0,62.0,191,76.0,2,1,1,2,4,5,33,1,6,2,2.0,5.0,2.0,5.0,2,3,3,4,1,2,5.0,0,0
3,1,1,0,0,9.0,3,0,89.0,87.0,87.0,87.0,47.0,64.0,191,71.75,2,0,1,2,4,0,33,1,6,0,4.0,3.0,4.0,3.0,0,4,3,2,1,2,3.0,0,0
3,1,1,0,0,5.0,2,0,91.0,89.0,89.0,77.0,95.0,74.0,46,75.5,1,1,1,0,4,3,33,1,6,0,3.0,5.0,3.0,5.0,0,4,3,4,3,2,5.0,1,0
3,1,1,0,1,7.0,2,2,76.6,77.8,86.3,65.2,65.1,70.2,63,65.225,0,3,2,2,1,5,36,1,6,0,3.8,3.8,3.5,3.8,2,1,1,4,3,2,1.8,0,0
1,0,1,0,1,10.4,0,2,72.6,87.8,83.0,74.8,74.5,65.8,66,68.97500000000001,1,3,1,0,0,5,44,1,5,2,5.1,1.9,2.7,2.0,0,3,3,1,5,2,3.0,1,0
3,1,1,0,1,13.0,1,0,86.0,90.0,90.0,93.0,58.0,86.0,171,79.75,1,1,1,0,5,5,5,1,6,2,5.0,5.0,5.0,5.0,2,4,3,2,1,2,5.0,0,0
1,0,1,0,1,14.0,0,0,80.0,87.0,81.0,82.0,73.0,83.0,171,80.0,0,1,1,1,5,4,20,1,6,0,4.0,3.0,4.0,4.0,0,1,2,4,5,3,4.0,0,0
3,1,1,0,0,8.0,3,1,77.8,80.5,83.4,70.7,56.7,76.3,87,67.19999999999999,0,3,1,2,4,4,27,1,6,2,1.7,2.8,3.0,4.0,2,1,6,4,3,3,1.9,0,0
3,1,1,0,0,12.0,0,0,98.0,96.0,96.0,49.0,49.0,52.0,133,55.75,2,5,1,2,4,0,33,1,6,0,3.0,2.0,3.0,2.0,2,1,3,4,5,2,2.0,0,0
3,1,1,0,0,12.0,0,0,88.0,87.0,87.0,60.0,85.0,93.0,193,82.0,0,5,1,1,5,0,65,0,6,0,5.0,5.0,5.0,5.0,0,4,3,3,1,2,5.0,0,0
1,0,1,0,0,12.0,0,10,95.0,91.0,95.0,61.0,66.0,71.0,113,67.0,0,2,1,2,4,1,33,1,6,2,4.0,5.0,4.0,5.0,0,6,3,4,1,2,4.0,0,0
2,0,0,0,1,13.0,1,0,78.0,81.0,82.0,75.0,68.0,76.0,133,73.0,0,1,2,2,4,1,55,1,6,2,4.0,4.0,5.0,5.0,2,1,2,4,5,3,4.0,0,0
1,0,1,0,1,13.0,0,0,78.0,76.0,73.0,74.0,63.0,63.0,119,67.75,0,1,1,2,5,1,20,1,1,0,3.0,3.0,5.0,4.0,2,1,2,4,3,2,5.0,0,0
1,0,1,0,0,12.9,0,0,87.3,88.2,94.3,93.5,85.2,82.8,183,87.0,0,3,1,1,5,1,44,1,6,0,3.4,3.9,5.0,4.3,2,1,3,4,5,3,3.7,3,0
3,1,1,0,1,8.0,3,0,95.0,98.0,98.0,61.0,57.0,80.0,191,71.75,2,1,1,2,1,4,44,0,6,0,4.0,5.0,4.0,5.0,0,3,3,4,1,2,5.0,0,0
3,1,1,0,1,8.0,3,0,90.0,71.0,77.0,70.0,69.0,64.0,151,69.75,0,0,1,1,5,0,55,1,5,0,5.0,1.0,5.0,1.0,0,1,3,4,1,2,5.0,0,0
3,1,1,0,1,13.0,1,0,89.0,88.0,88.0,57.0,86.0,62.0,127,69.25,1,5,1,0,4,0,5,1,6,0,5.0,3.0,5.0,3.0,0,1,3,2,1,3,3.0,0,0
1,0,1,0,1,9.2,2,0,85.6,93.5,80.9,64.4,61.1,66.3,134,66.30000000000001,0,0,2,2,1,5,7,1,6,1,4.0,4.6,4.4,4.1,0,6,3,4,4,2,3.3,1,0
3,1,1,0,1,8.0,2,1,77.8,80.5,83.4,70.7,56.7,76.3,87,67.19999999999999,0,3,1,2,4,4,27,1,6,2,1.7,2.8,3.0,4.0,2,1,6,4,3,3,1.9,0,0
1,0,1,0,0,13.0,0,0,82.0,85.0,91.0,76.0,75.0,72.0,165,75.75,0,0,2,2,4,5,20,1,5,2,4.0,3.0,4.0,2.0,0,6,0,2,3,0,4.0,1,0
0,1,1,0,0,10.2,3,13,79.9,84.6,70.8,67.2,64.8,76.7,182,73.775,0,3,2,1,5,1,41,1,6,0,4.9,5.0,5.3,4.8,2,6,2,4,1,3,4.5,0,0
1,0,1,0,1,14.0,0,1,88.0,95.5,82.9,77.9,81.1,73.4,175,79.05,0,1,1,2,4,0,36,1,6,0,4.1,4.1,4.3,4.0,0,1,2,4,5,3,2.6,0,0
1,0,1,0,1,11.2,0,2,86.7,75.1,85.4,63.9,66.1,71.7,28,63.025,1,0,1,0,4,0,2,1,6,0,2.9,2.0,2.9,3.0,0,3,3,4,4,3,2.0,1,0
1,0,1,0,0,10.0,1,3,94.4,90.2,76.4,79.3,76.2,78.8,67,73.8,0,3,2,1,5,0,42,1,5,0,3.5,5.4,4.6,3.0,0,1,3,2,2,2,5.3,1,0
3,1,1,0,1,13.0,1,0,92.0,87.0,87.0,85.0,59.0,72.0,119,71.75,2,0,2,2,4,1,44,1,5,1,5.0,5.0,5.0,5.0,0,1,3,0,5,3,5.0,0,0
3,1,1,0,1,13.0,1,0,96.0,94.0,94.0,77.0,94.0,71.0,153,79.75,2,1,2,0,4,1,33,1,6,0,2.0,5.0,2.0,5.0,0,1,3,2,1,3,5.0,1,0
3,1,1,0,1,10.0,3,10,88.0,92.0,92.0,88.0,71.0,73.0,12,68.75,2,1,1,2,4,5,20,0,6,2,3.0,3.0,3.0,3.0,0,3,3,2,5,3,3.0,0,0
3,1,1,0,0,8.0,3,10,88.0,92.0,92.0,88.0,71.0,73.0,12,68.75,2,1,1,2,4,5,20,0,6,2,3.0,3.0,3.0,3.0,0,3,3,2,5,3,3.0,0,0
2,0,0,0,1,14.0,0,0,70.0,71.0,70.0,70.0,67.0,58.0,127,66.75,0,1,1,1,5,1,44,1,6,0,3.0,4.0,4.0,5.0,2,5,2,4,3,0,4.0,0,0
3,1,1,0,0,13.0,1,0,92.0,92.0,92.0,54.0,66.0,84.0,196,74.25,2,0,1,0,5,0,5,1,6,2,3.0,5.0,3.0,5.0,0,3,3,4,5,3,5.0,0,0
0,1,1,0,0,11.0,3,0,89.0,81.0,74.0,95.0,69.0,69.0,107,75.5,0,5,2,1,1,0,20,1,6,1,5.0,5.0,5.0,5.0,2,1,3,2,1,2,5.0,0,0
0,1,1,0,0,12.0,4,0,82.0,73.0,72.0,66.0,87.0,66.0,39,68.25,1,5,1,0,4,0,44,1,5,1,5.0,5.0,5.0,5.0,2,5,3,2,1,2,5.0,0,0
0,1,1,0,0,9.0,2,0,87.0,77.0,82.0,65.0,74.0,72.0,165,72.75,0,1,2,1,1,4,33,1,6,0,1.0,5.0,5.0,5.0,0,1,5,2,5,2,3.0,0,0
0,1,1,0,0,11.0,2,10,73.0,69.0,73.0,64.0,68.0,57.0,93,63.75,0,0,1,2,5,1,20,1,6,0,4.0,5.0,4.0,3.0,2,1,6,4,5,0,4.0,1,0
1,0,1,0,0,14.0,1,0,74.0,75.0,74.0,68.0,55.0,63.0,103,63.5,0,0,2,2,4,0,5,1,6,0,4.0,5.0,3.0,2.0,2,6,6,2,3,3,2.0,0,0
3,1,1,0,0,6.0,2,0,85.0,87.0,90.0,68.0,57.0,57.0,78,61.25,0,3,2,2,1,1,20,1,1,1,4.0,3.0,4.0,3.0,2,1,1,4,3,3,2.0,0,0
3,1,1,0,0,7.0,2,14,20.0,37.0,0.0,25.0,27.0,25.0,36,32.5,0,5,2,1,2,2,31,0,1,1,3.0,1.0,2.0,5.0,2,1,2,3,4,1,1.0,0,1
1,0,1,1,0,10.0,0,0,73.0,88.0,91.0,69.0,80.0,72.0,78,71.0,1,0,1,0,5,0,20,1,5,0,4.0,3.0,2.0,3.0,0,3,3,4,0,2,3.0,0,0
3,1,1,0,1,7.0,3,18,20.0,37.0,0.0,61.0,19.0,39.0,14,40.75,0,5,2,1,1,2,5,0,1,1,3.0,4.0,3.0,5.0,2,7,5,3,5,3,1.0,0,1
3,1,1,0,0,6.0,2,0,78.0,74.0,80.0,66.0,74.0,70.0,139,71.0,0,0,1,2,5,4,55,1,1,2,4.0,4.0,3.0,4.0,2,1,1,4,5,2,4.0,0,0
3,1,1,0,0,7.0,3,0,96.0,99.0,99.0,90.0,76.0,89.0,199,87.75,1,0,1,0,4,5,33,1,6,2,4.0,5.0,4.0,5.0,0,3,3,3,1,2,5.0,0,0
3,1,1,0,1,7.0,2,0,92.0,85.0,93.0,69.0,57.0,68.0,103,65.5,0,3,2,2,1,1,5,1,1,0,5.0,4.0,1.0,2.0,0,1,3,4,5,1,2.0,0,0
3,1,1,0,1,10.0,3,0,85.0,87.0,90.0,68.0,57.0,57.0,78,61.25,0,3,2,2,1,1,20,1,1,1,4.0,3.0,4.0,3.0,2,1,1,4,3,3,2.0,0,0
2,0,0,0,1,11.7,0,0,81.7,89.4,79.7,78.4,65.7,72.6,112,71.625,0,3,1,2,4,4,24,1,6,2,2.6,4.0,4.5,3.8,2,1,6,4,5,2,4.0,0,0
3,1,1,0,0,7.0,3,0,74.0,82.0,82.0,75.0,76.0,57.0,39,65.5,0,5,1,1,5,0,33,1,5,0,4.0,5.0,5.0,5.0,0,1,3,2,1,2,5.0,1,0
2,0,0,0,0,13.9,0,4,86.9,78.4,79.3,62.8,57.6,49.4,40,56.0,2,3,1,2,1,2,24,1,1,0,4.3,5.2,4.2,3.6,0,1,3,3,5,2,2.1,1,0
3,1,1,0,0,12.0,4,0,94.0,92.0,92.0,66.0,42.0,64.0,159,62.5,2,1,1,2,4,1,5,1,6,1,4.0,3.0,4.0,3.0,2,3,3,4,5,2,3.0,0,0
3,1,1,0,0,8.0,3,0,89.0,87.0,87.0,87.0,47.0,47.0,191,67.5,2,0,1,2,4,0,33,1,6,0,4.0,3.0,4.0,3.0,0,4,3,2,1,2,3.0,0,0
1,0,1,0,0,13.4,0,0,71.7,69.1,68.5,43.2,52.8,47.6,26,48.3,0,3,2,1,4,1,22,1,0,2,3.2,3.1,3.0,3.2,2,5,6,3,5,3,2.0,2,1
2,0,0,0,1,14.0,1,0,85.0,84.0,83.0,67.0,76.0,67.0,127,70.5,0,3,1,1,4,1,33,1,6,2,3.0,3.0,5.0,4.0,2,1,6,4,1,2,5.0,1,0
2,0,0,0,1,12.0,0,1,77.8,80.5,83.4,70.7,56.7,76.3,87,67.19999999999999,0,3,1,2,4,4,27,1,6,2,1.7,2.8,3.0,4.0,2,1,6,4,3,3,1.9,0,0
3,1,1,0,1,12.0,0,0,91.0,93.0,93.0,79.0,66.0,77.0,18,67.0,0,5,2,1,4,0,55,1,6,0,3.0,5.0,3.0,5.0,2,1,3,2,1,2,5.0,0,0
0,1,1,0,1,10.0,3,0,78.8,75.4,71.2,63.7,69.5,54.3,95,63.425,0,0,1,2,5,0,39,1,6,0,4.1,2.8,2.4,3.7,2,1,1,4,3,3,1.5,0,0
3,1,1,0,1,7.0,3,10,94.0,97.0,97.0,89.0,40.0,54.0,18,57.25,2,1,1,2,5,1,5,1,6,0,4.0,5.0,4.0,5.0,2,4,3,4,1,2,5.0,1,0
3,1,1,0,1,13.0,1,0,87.0,95.0,95.0,47.0,44.0,53.0,185,57.75,1,0,2,0,1,0,20,1,6,2,3.0,5.0,3.0,5.0,0,1,3,4,1,2,5.0,0,0
1,0,1,0,0,12.5,1,0,77.2,87.6,75.3,77.9,60.6,75.7,82,69.57499999999999,2,1,1,2,5,0,42,1,4,2,5.3,4.8,4.6,3.9,0,1,1,0,5,2,4.1,1,0
0,1,1,0,0,11.0,2,0,86.0,89.0,83.0,66.0,76.0,66.0,100,68.75,0,3,2,2,4,0,5,1,6,0,4.0,4.0,4.0,4.0,2,1,1,4,5,2,5.0,0,0
1,0,1,1,1,13.0,1,0,82.0,76.0,85.0,71.0,62.0,69.0,93,67.0,0,0,1,1,5,0,33,1,5,0,5.0,2.0,5.0,3.0,2,1,3,2,5,2,5.0,2,0
1,0,1,0,1,13.0,1,0,81.0,80.0,79.0,79.0,74.0,84.0,133,77.5,0,1,1,2,5,0,33,1,5,0,2.0,3.0,4.0,4.0,2,1,2,2,5,3,5.0,1,0
1,0,1,0,1,11.7,1,5,84.3,89.2,81.5,59.7,86.6,73.9,54,69.65,0,3,2,1,5,0,25,1,2,2,4.4,2.5,4.0,3.1,0,1,3,2,2,2,3.8,0,0
3,1,1,0,1,13.0,1,0,91.0,97.0,97.0,46.0,63.0,85.0,194,71.25,2,1,1,2,4,0,5,1,6,2,3.0,5.0,3.0,5.0,0,1,3,3,5,2,5.0,1,0
1,0,1,1,1,10.0,1,0,78.0,88.0,86.0,69.0,70.0,81.0,81,71.0,0,0,1,1,5,0,44,1,5,0,4.0,3.0,2.0,5.0,2,1,3,4,5,2,5.0,0,0
3,1,1,0,0,12.0,4,0,85.0,96.0,96.0,84.0,77.0,69.0,78,73.25,2,1,2,2,1,5,44,1,6,1,4.0,5.0,4.0,5.0,2,4,3,2,3,3,5.0,0,0
3,1,1,0,0,12.0,0,0,86.0,95.0,95.0,54.0,76.0,81.0,14,63.75,2,5,1,2,5,1,20,0,0,0,5.0,3.0,5.0,3.0,0,1,3,2,5,2,3.0,0,0
2,0,0,0,0,13.0,1,0,90.0,97.0,91.0,78.0,83.0,75.0,133,77.25,0,0,1,2,4,4,44,1,1,0,3.0,4.0,4.0,4.0,0,6,0,4,1,2,4.0,0,0
3,1,1,0,0,8.0,3,1,77.8,80.5,83.4,70.7,56.7,76.3,87,67.19999999999999,0,3,1,2,4,4,27,1,6,2,1.7,2.8,3.0,4.0,2,1,6,4,3,3,1.9,0,0
1,0,1,0,0,12.5,0,0,85.3,91.6,93.5,83.9,81.4,86.5,172,83.5,0,3,1,1,5,1,41,1,6,0,2.9,4.2,5.0,4.0,2,1,3,4,5,3,3.8,0,0
3,1,1,0,1,7.0,2,0,75.4,71.0,74.7,62.2,67.1,66.2,37,62.225,0,0,2,2,5,5,13,1,6,2,3.0,3.7,3.2,2.9,2,6,6,4,5,0,2.0,0,0
3,1,1,0,1,12.0,0,0,92.0,92.0,92.0,63.0,90.0,81.0,27,71.0,0,5,1,1,5,0,5,1,6,1,5.0,3.0,5.0,3.0,2,4,3,2,1,2,3.0,2,0
0,1,1,0,0,11.0,2,0,86.0,81.0,84.0,63.0,69.0,67.0,167,70.0,0,1,2,1,1,4,44,1,6,1,5.0,5.0,5.0,5.0,0,1,2,2,5,0,5.0,0,0
1,0,1,0,1,11.0,2,0,94.0,99.0,98.0,91.0,85.0,92.0,177,88.25,0,3,2,2,5,4,20,1,6,2,4.0,4.0,5.0,5.0,0,1,3,4,5,2,5.0,0,0
1,0,1,1,0,10.0,0,0,81.0,80.0,71.0,62.0,63.0,79.0,133,69.25,0,0,1,1,5,0,44,1,5,0,5.0,3.0,4.0,3.0,0,3,3,2,5,2,3.0,0,0
1,0,1,1,0,14.0,1,0,77.0,81.0,70.0,54.0,84.0,85.0,100,72.5,0,0,2,1,5,0,62,1,2,2,4.5,3.0,5.0,5.0,0,5,3,2,5,2,4.5,2,0
1,0,1,1,1,9.0,0,0,73.0,84.0,70.0,56.0,71.0,76.0,119,68.5,0,3,1,1,5,0,20,1,5,0,1.0,1.0,3.0,1.0,0,1,3,2,1,2,2.0,0,0
1,0,1,1,1,12.0,1,0,81.0,93.0,82.0,61.0,85.0,74.0,58,69.75,0,3,1,1,5,0,20,1,2,2,4.5,3.0,4.5,3.0,0,1,3,2,2,2,4.0,0,0
2,0,0,0,0,13.0,0,0,92.0,85.0,93.0,69.0,57.0,68.0,103,65.5,0,3,2,2,1,1,5,1,1,0,5.0,4.0,1.0,2.0,0,1,3,4,5,1,2.0,0,0
2,0,0,0,0,13.0,1,0,93.0,86.0,86.0,60.0,74.0,65.0,86,66.0,0,2,0,1,5,0,33,1,1,1,4.0,3.0,3.0,2.0,0,6,3,0,3,3,2.0,0,0
2,0,0,0,1,13.0,0,0,79.0,72.0,72.0,57.0,50.0,47.0,46,52.5,0,3,2,2,4,5,33,1,6,2,2.0,4.0,4.0,2.0,2,1,6,4,3,0,4.0,0,1
3,1,1,0,1,13.0,1,0,88.0,92.0,92.0,94.0,73.0,61.0,72,72.5,2,0,1,0,5,1,16,1,6,0,3.0,3.0,3.0,3.0,0,1,3,4,1,2,3.0,0,0
1,0,1,0,0,11.0,4,0,98.0,91.0,89.0,92.0,92.0,92.0,189,91.0,0,3,2,2,5,4,5,1,5,2,4.0,5.0,3.0,2.0,0,1,3,2,1,0,4.0,0,0
3,1,1,0,1,12.0,4,0,91.0,95.0,95.0,56.0,48.0,73.0,8,54.25,2,3,2,2,4,4,5,0,6,0,4.0,5.0,4.0,5.0,0,4,3,4,1,2,5.0,0,0
1,0,1,0,0,12.0,0,2,74.1,81.2,73.5,61.9,69.6,52.9,137,64.55,0,1,2,1,5,0,27,1,5,1,5.3,4.1,5.1,4.2,0,4,3,2,3,2,3.9,1,0
1,0,1,0,1,13.0,0,0,88.0,88.0,82.0,64.0,71.0,67.0,127,68.5,0,3,2,2,4,0,5,1,6,0,4.0,4.0,2.0,2.0,0,1,3,2,5,3,1.0,0,0
3,1,1,0,1,9.0,3,10,88.0,92.0,92.0,88.0,71.0,73.0,12,68.75,2,1,1,2,4,5,20,0,6,2,3.0,3.0,3.0,3.0,0,3,3,2,5,3,3.0,0,0
1,0,1,0,0,13.1,0,0,84.1,75.0,78.7,73.7,75.5,71.0,140,73.6,0,0,2,2,5,4,59,1,6,2,3.9,5.4,5.2,4.8,2,1,1,4,5,2,4.7,0,0
1,0,1,1,1,10.0,0,0,85.0,82.0,86.0,85.0,66.0,66.0,177,75.5,1,3,1,0,5,0,5,1,5,0,2.0,5.0,5.0,3.0,0,3,3,4,5,2,5.0,0,0
1,0,1,0,1,13.1,1,1,64.5,66.7,70.6,60.1,64.6,73.3,121,67.3,0,0,1,1,5,1,11,1,6,2,2.9,2.9,2.9,3.2,2,5,1,4,5,0,2.9,0,0
1,0,1,0,1,9.6,1,0,84.2,81.6,95.3,79.2,62.9,58.5,129,68.225,0,1,1,1,5,0,58,1,5,0,2.0,3.8,5.4,3.1,2,1,3,4,3,2,5.5,0,0
2,0,0,0,0,14.5,1,0,77.5,77.6,78.8,53.2,62.8,60.6,44,58.0,0,0,1,2,4,5,48,1,1,2,4.3,4.7,2.7,4.1,2,6,6,4,1,3,3.8,0,0
3,1,1,0,0,13.0,1,0,88.0,96.0,96.0,75.0,54.0,72.0,189,72.25,1,0,1,0,1,4,20,1,1,2,3.0,2.0,3.0,2.0,0,4,3,4,1,2,2.0,0,0
1,0,1,1,1,11.0,1,0,77.0,79.0,77.0,61.0,69.0,60.0,127,65.5,0,1,1,1,4,0,44,1,3,0,5.0,5.0,5.0,3.0,0,1,3,2,2,2,4.0,0,0
3,1,1,0,1,6.0,2,2,76.6,77.8,86.3,65.2,65.1,70.2,63,65.225,0,3,2,2,1,5,36,1,6,0,3.8,3.8,3.5,3.8,2,1,1,4,3,2,1.8,0,0
1,0,1,0,1,12.6,0,0,86.0,83.9,86.1,80.0,67.5,66.1,178,74.825,0,3,2,1,4,5,34,1,5,2,5.1,5.3,3.9,3.8,2,1,1,2,5,2,4.1,1,0
1,0,1,0,0,13.0,0,0,79.0,79.0,73.0,68.0,75.0,67.0,153,71.75,0,1,1,2,5,4,5,1,6,0,3.0,4.0,3.0,4.0,2,1,2,2,3,2,2.0,0,0
1,0,1,0,1,10.8,0,0,77.5,85.3,70.8,65.4,74.8,82.5,80,71.64999999999999,0,0,1,1,0,5,26,1,5,0,3.8,2.7,4.8,3.9,1,1,3,4,5,2,3.3,0,0
1,0,1,0,0,13.0,1,0,91.0,94.0,91.0,93.0,80.0,90.0,171,86.25,0,3,1,2,5,4,55,1,5,2,5.0,4.0,5.0,4.0,0,1,3,2,1,3,4.0,0,0
3,1,1,0,0,13.0,1,0,96.0,99.0,99.0,90.0,76.0,89.0,199,87.75,1,0,1,0,4,5,20,1,6,2,4.0,5.0,4.0,5.0,0,3,3,3,1,2,5.0,0,0
3,1,1,0,1,6.0,2,0,92.0,85.0,93.0,69.0,57.0,68.0,103,65.5,0,3,2,2,1,1,5,1,1,0,5.0,4.0,1.0,2.0,0,1,3,4,5,1,2.0,0,0
1,0,1,0,0,14.2,1,0,81.2,88.5,81.5,61.8,58.8,58.6,30,57.7,0,0,1,2,1,0,28,1,1,0,4.2,5.3,3.7,4.5,2,1,1,4,4,3,4.4,1,0
3,1,1,0,1,13.0,1,0,85.0,88.0,88.0,89.0,79.0,52.0,194,77.75,0,3,1,1,4,4,55,1,6,0,5.0,3.0,5.0,3.0,0,1,3,0,5,2,3.0,0,0
2,0,0,0,0,14.0,1,0,73.0,77.0,79.0,68.0,69.0,61.0,72,65.0,0,1,1,2,4,0,33,1,1,0,4.0,4.0,5.0,5.0,2,6,2,4,5,2,5.0,1,0
1,0,1,0,1,10.7,1,2,86.2,75.2,71.7,64.3,60.2,86.0,158,72.075,0,1,1,1,5,0,56,1,3,0,2.3,2.7,4.6,1.7,0,6,3,2,5,2,3.9,0,0
3,1,1,0,0,13.0,1,10,93.0,87.0,87.0,78.0,50.0,95.0,12,66.5,0,0,1,1,4,4,20,0,6,0,5.0,5.0,5.0,5.0,0,4,3,4,3,3,5.0,1,0
3,1,1,0,1,13.0,1,0,92.0,92.0,92.0,48.0,58.0,90.0,195,72.0,1,1,2,0,1,4,33,1,6,2,3.0,3.0,3.0,3.0,0,4,3,4,1,2,3.0,0,0
2,0,0,0,0,12.3,0,4,69.5,77.9,78.8,65.1,64.1,69.5,65,64.85,0,3,2,2,1,5,34,1,6,1,4.3,4.1,2.9,4.2,2,1,1,4,3,2,2.2,1,0
1,0,1,0,1,10.0,2,0,81.0,74.0,83.0,65.0,66.0,65.0,58,63.75,0,3,2,2,5,4,55,1,1,2,4.0,4.0,4.0,5.0,2,1,1,4,1,2,5.0,0,0
3,1,1,0,1,12.0,0,10,96.0,90.0,90.0,58.0,84.0,75.0,12,65.0,2,1,1,2,1,0,44,1,6,2,3.0,5.0,3.0,5.0,2,4,3,4,1,2,5.0,1,0
3,1,1,0,1,13.0,1,0,94.0,92.0,92.0,90.0,79.0,70.0,197,83.25,1,0,2,0,5,0,5,1,6,2,4.0,5.0,4.0,5.0,0,1,3,3,5,2,5.0,1,0
3,1,1,0,0,13.0,1,0,92.0,92.0,92.0,49.0,56.0,89.0,195,71.5,0,3,2,1,5,0,20,0,6,2,4.0,2.0,4.0,2.0,0,3,3,4,1,2,2.0,0,0
2,0,0,0,1,12.0,0,14,71.0,67.0,74.0,50.0,50.0,40.0,14,46.0,2,3,1,2,1,5,55,1,6,1,2.0,3.0,3.0,4.0,2,1,6,3,3,0,4.0,0,1
