school_code,geographic_zone,school_type,data_source,gender,age_at_start_of_academic_year,class_level,grade_repetition_count,term_1_attendance,term_2_attendance,term_3_attendance,average_attendance,english_exam_score,math_exam_score,science_exam_score,social_studies_exam_score,average_exam_score,school_feeding_status,leap_beneficiary_status,travel_time_to_school,mode_of_transport_to_school,govt_support,parent_guardian_education_level,parent_guardian_occupation,no_of_siblings_in_school,home_has_electricity,own_textbooks,daily_study_hours_at_home,safety_at_home,safety_at_school,teacher_support_rating,school_enjoyment,missed_school_for_choreswork,missed_school_due_to_illness,barriers_to_regular_attendance,family_income_level,parent_attends_school_events,behaviour_warnings_punishments,class_participation,extracurricular_activities,dropout_label
WEWE,Rural,Public,Both,Male,13.0,JHS2,0,92.0,87.0,87.0,88.66666666666667,85.0,59.0,72.0,71,71.75,1,Yes,15-30 min,Walk,Yes,SHS,Farming/fishing,4,1,Yes-all subjects,Less than 1 hr,5.0,5.0,5.0,5.0,No,No,Nothing-come regularly,Don't know,Sometimes,Once,5.0,,0
WEWE,Rural,Public,Both,Male,13.0,JHS2,0,96.0,94.0,94.0,94.66666666666669,77.0,94.0,71.0,77,79.75,1,Yes,30-60 min,Walk,Don't know,SHS,Farming/fishing,3,1,Yes-some subjects,1-2 hrs,2.0,5.0,2.0,5.0,No,No,Nothing-come regularly,High,Always,Once,5.0,2 activities,0
WEWE,Rural,Public,Both,Male,10.0,P5,1,88.0,92.0,92.0,90.66666666666669,88.0,71.0,73.0,43,68.75,1,Yes,30-60 min,Car/trotro/bus,Yes,SHS,Trading/market,2,0,Yes-some subjects,More than 2 hrs,3.0,3.0,3.0,3.0,No,"Yes, more than once",Nothing-come regularly,High,Sometimes,Once,3.0,1 activity,0
WEWE,Rural,Public,Both,Female,8.0,P5,1,88.0,92.0,92.0,90.66666666666669,88.0,71.0,73.0,43,68.75,1,Yes,30-60 min,Car/trotro/bus,Yes,SHS,Trading/market,2,0,Yes-some subjects,More than 2 hrs,3.0,3.0,3.0,3.0,No,"Yes, more than once",Nothing-come regularly,High,Sometimes,Once,3.0,1 activity,0
SHI,Peri-urban,Private,Both,Male,14.0,JHS1,0,70.0,71.0,70.0,70.33333333333333,70.0,67.0,58.0,72,66.75,0,No,30-60 min,Car/trotro/bus,No,Tertiary,Farming/fishing,4,1,Yes-some subjects,1-2 hrs,3.0,4.0,4.0,5.0,Yes,Yes-more than once,Long distance/transport,Medium,Often,2-3 times,4.0,,0
WEWE,Rural,Public,Both,Female,13.0,JHS2,0,92.0,92.0,92.0,92.0,54.0,66.0,84.0,93,74.25,1,Yes,15-30 min,Car/trotro/bus,Don't know,Tertiary,Employed,1,1,Yes-some subjects,More than 2 hrs,3.0,5.0,3.0,5.0,No,"Yes, more than once",Nothing-come regularly,Medium,Sometimes,Once,5.0,1 activity,0
AYED_RC,Rural,Public,Both,Female,11.0,P5,0,89.0,81.0,74.0,81.33333333333333,95.0,69.0,69.0,69,75.5,1,No,More than 1 hour,Walk,No,JHS,Employed,2,1,Yes-some subjects,Less than 1 hr,5.0,5.0,5.0,5.0,Yes,No,Nothing-come regularly,High,Always,Never,5.0,1 activity,0
AYED_RC,Rural,Public,Both,Female,12.0,P6,0,82.0,73.0,72.0,75.66666666666667,66.0,87.0,66.0,54,68.25,1,Unknown,More than 1 hour,Car/trotro/bus,Don't know,SHS,Employed,4,1,Yes-all subjects,Less than 1 hr,5.0,5.0,5.0,5.0,Yes,Yes-more than once,Nothing-come regularly,High,Always,Never,5.0,,0
AYED_RC,Rural,Public,Both,Female,9.0,P4,0,87.0,77.0,82.0,82.0,65.0,74.0,72.0,80,72.75,1,No,30-60 min,Walk,No,JHS,Skilled trade,3,1,Yes-some subjects,,1.0,5.0,5.0,5.0,No,No,Safety on way,High,Sometimes,Never,3.0,,0
AYED_RC,Rural,Public,Both,Female,11.0,P4,1,73.0,69.0,73.0,71.66666666666667,64.0,68.0,57.0,66,63.75,1,No,15-30 min,Car/trotro/bus,Yes,Tertiary,Farming/fishing,2,1,Yes-some subjects,1-2 hrs,4.0,5.0,4.0,3.0,Yes,No,Work to earn,Medium,Sometimes,2-3 times,4.0,2 activities,0
KNU_JHS,Peri-urban,Public,Both,Female,14.0,JHS2,0,74.0,75.0,74.0,74.33333333333333,68.0,55.0,63.0,68,63.5,0,No,15-30 min,Walk,Yes,SHS,Employed,1,1,Yes-some subjects,1-2 hrs,4.0,5.0,3.0,2.0,Yes,Yes-once,Work to earn,High,Often,Once,2.0,1 activity,0
WEWE,Rural,Public,Both,Female,6.0,P4,0,85.0,87.0,90.0,87.33333333333333,68.0,57.0,57.0,63,61.25,1,No,Less than 15 min,Walk,Yes,JHS,Farming/fishing,2,1,No-borrow/share,Less than 1 hr,4.0,3.0,4.0,3.0,Yes,No,Help at home,Medium,Often,Once,2.0,,0
WEWE,Rural,Public,Both,Female,7.0,P4,2,20.0,37.0,0.0,19.0,25.0,27.0,25.0,53,32.5,1,No,More than 1 hour,Walk,No,No formal education,No paid work,22,0,No-borrow/share,Less than 1 hr,3.0,1.0,2.0,5.0,Yes,No,Long distance/transport,Low,Rarely,More than 3 times,1.0,,1
KNU_JHS,Peri-urban,Public,Questionnaire,Female,10.0,JHS1,0,73.0,88.0,91.0,84.0,69.0,80.0,72.0,63,71.0,0,Unknown,15-30 min,Car/trotro/bus,Don't know,Tertiary,Employed,2,1,Yes-all subjects,1-2 hrs,4.0,3.0,2.0,3.0,No,"Yes, more than once",Nothing-come regularly,Medium,Alwaya,Never,3.0,1 activity,0
WEWE,Rural,Public,Both,Male,7.0,P5,3,20.0,37.0,0.0,19.0,61.0,19.0,39.0,44,40.75,1,No,More than 1 hour,Walk,No,JHS,No paid work,1,0,No-borrow/share,Less than 1 hr,3.0,4.0,3.0,5.0,Yes,y,Safety on way,Low,Sometimes,Once,1.0,1 activity,1
WEWE,Rural,Public,Both,Female,6.0,P4,0,78.0,74.0,80.0,77.33333333333333,66.0,74.0,70.0,74,71.0,1,No,15-30 min,Car/trotro/bus,Yes,Tertiary,Skilled trade,5,1,No-borrow/share,More than 2 hrs,4.0,4.0,3.0,4.0,Yes,No,Help at home,Medium,Sometimes,Never,4.0,1 activity,0
WEWE,Rural,Public,Both,Female,7.0,P5,0,96.0,99.0,99.0,98.0,90.0,76.0,89.0,96,87.75,1,Unknown,15-30 min,Car/trotro/bus,Don't know,SHS,Trading/market,,1,Yes-some subjects,More than 2 hrs,4.0,5.0,4.0,5.0,No,"Yes, more than once",Nothing-come regularly,Low,Always,Never,5.0,,0
WEWE,Rural,Public,Both,Male,7.0,P4,0,92.0,85.0,93.0,90.0,69.0,57.0,68.0,68,65.5,1,No,Less than 15 min,Walk,Yes,JHS,Farming/fishing,1,1,No-borrow/share,1-2 hrs,5.0,4.0,1.0,2.0,No,No,Nothing-come regularly,Medium,Sometimes,More than 3 times,2.0,1 activity,0
WEWE,Rural,Public,Both,Male,10.0,P5,0,85.0,87.0,90.0,87.33333333333333,68.0,57.0,57.0,63,61.25,1,No,Less than 15 min,Walk,Yes,JHS,Farming/fishing,2,1,No-borrow/share,Less than 1 hr,4.0,3.0,4.0,3.0,Yes,No,Help at home,Medium,Often,Once,2.0,,0
SHI,Peri-urban,Private,Both,Male,11.7,JHS1,0,81.7,89.4,79.7,83.60000000000001,78.4,65.7,72.6,69.8,71.625,0,No,Less than 15 min,Car/trotro/bus,Yes,SHS,Skilled trade,2.4,1,Yes-some subjects,More than 2 hrs,2.6,4.0,4.5,3.8,Yes,No,Work to earn,Medium,Sometimes,Never,4.0,1 activity,0
WEWE,Rural,Public,Both,Female,7.0,P5,0,74.0,82.0,82.0,79.33333333333333,75.0,76.0,57.0,54,65.5,1,No,More than 1 hour,Car/trotro/bus,No,Tertiary,Employed,3,1,Yes-all subjects,1-2 hrs,4.0,5.0,5.0,5.0,No,No,Nothing-come regularly,High,Always,Never,5.0,2 activities,0
SHI,Peri-urban,Private,Both,Female,13.9,JHS1,0.4,86.9,78.4,79.3,81.53333333333335,62.8,57.6,49.4,54.2,56.0,0,Yes,Less than 15 min,Car/trotro/bus,Yes,JHS,No paid work,2.4,1,No-borrow/share,1-2 hrs,4.3,5.2,4.2,3.6,No,No,Nothing-come regularly,Low,Sometimes,Never,2.1,2 activities,0
WEWE,Rural,Public,Both,Female,12.0,P6,0,94.0,92.0,92.0,92.66666666666669,66.0,42.0,64.0,78,62.5,1,Yes,30-60 min,Car/trotro/bus,Yes,SHS,Farming/fishing,1,1,Yes-some subjects,Less than 1 hr,4.0,3.0,4.0,3.0,Yes,"Yes, more than once",Nothing-come regularly,Medium,Sometimes,Never,3.0,,0
WEWE,Rural,Public,Both,Female,8.0,P5,0,89.0,87.0,87.0,87.66666666666667,87.0,47.0,47.0,89,67.5,1,Yes,15-30 min,Car/trotro/bus,Yes,SHS,Employed,,1,Yes-some subjects,1-2 hrs,4.0,3.0,4.0,3.0,No,"Yes, once",Nothing-come regularly,High,Always,Never,3.0,1 activity,0
KNU_JHS,Peri-urban,Public,Both,Female,13.4,JHS1,0,71.7,69.1,68.5,65.8,43.2,52.8,47.6,49.6,48.3,0,No,Less than 15 min,Walk,No,SHS,Farming/fishing,2.2,1,No textbooks,More than 2 hrs,3.2,3.1,3.0,3.2,Yes,Yes-more than once,Work to earn,Low,Sometimes,Once,2.0,3 activities,1
SHI,Peri-urban,Private,Both,Male,14.0,JHS2,0,85.0,84.0,83.0,84.0,67.0,76.0,67.0,72,70.5,0,No,Less than 15 min,Car/trotro/bus,No,SHS,Farming/fishing,3,1,Yes-some subjects,More than 2 hrs,3.0,3.0,5.0,4.0,Yes,No,Work to earn,Medium,Always,Never,5.0,2 activities,0
SHI,Peri-urban,Private,Both,Male,12.0,JHS1,0.1,77.8,80.5,83.4,80.56666666666668,70.7,56.7,76.3,65.1,67.19999999999999,0,No,Less than 15 min,Car/trotro/bus,Yes,SHS,Skilled trade,2.7,1,Yes-some subjects,More than 2 hrs,1.7,2.8,3.0,4.0,Yes,No,Work to earn,Medium,Often,Once,1.9,1 activity,0
WEWE,Rural,Public,Both,Male,12.0,JHS1,0,91.0,93.0,93.0,92.33333333333331,79.0,66.0,77.0,46,67.0,1,No,More than 1 hour,Walk,No,SHS,Employed,5,1,Yes-some subjects,1-2 hrs,3.0,5.0,3.0,5.0,Yes,No,Nothing-come regularly,High,Always,Never,5.0,1 activity,0
AYED_RC,Rural,Public,Both,Male,10.0,P5,0,78.8,75.4,71.2,75.13333333333333,63.7,69.5,54.3,66.2,63.425,1,No,15-30 min,Car/trotro/bus,Yes,Tertiary,Employed,3.6,1,Yes-some subjects,1-2 hrs,4.1,2.8,2.4,3.7,Yes,No,Help at home,Medium,Often,Once,1.5,1 activity,0
WEWE,Rural,Public,Both,Male,7.0,P5,1,94.0,97.0,97.0,96.0,89.0,40.0,54.0,46,57.25,1,Yes,30-60 min,Car/trotro/bus,Yes,Tertiary,Farming/fishing,1,1,Yes-some subjects,1-2 hrs,4.0,5.0,4.0,5.0,Yes,"Yes, once",Nothing-come regularly,Medium,Always,Never,5.0,2 activities,0
WEWE,Rural,Public,Both,Male,13.0,JHS2,0,87.0,95.0,95.0,92.33333333333331,47.0,44.0,53.0,87,57.75,1,Unknown,15-30 min,Walk,Don't know,JHS,Employed,2,1,Yes-some subjects,More than 2 hrs,3.0,5.0,3.0,5.0,No,No,Nothing-come regularly,Medium,Always,Never,5.0,1 activity,0
KNU_JHS,Peri-urban,Public,Both,Female,12.5,JHS2,0,77.2,87.6,75.3,83.0,77.9,60.6,75.7,64.1,69.57499999999999,0,Yes,30-60 min,Car/trotro/bus,Yes,Tertiary,Employed,3.9,1,"Yes, for some",More than 2 hrs,5.3,4.8,4.6,3.9,No,No,Help at home,Don't know,Sometimes,Never,4.1,2 activities,0
AYED_RC,Rural,Public,Both,Female,11.0,P4,0,86.0,89.0,83.0,86.0,66.0,76.0,66.0,67,68.75,1,No,Less than 15 min,Walk,Yes,SHS,Employed,1,1,Yes-some subjects,1-2 hrs,4.0,4.0,4.0,4.0,Yes,No,Help at home,Medium,Sometimes,Never,5.0,,0
KNU_JHS,Peri-urban,Public,Questionnaire,Male,13.0,JHS2,0,82.0,76.0,85.0,81.0,71.0,62.0,69.0,66,67.0,0,No,15-30 min,Car/trotro/bus,No,Tertiary,Employed,3,1,Yes-all subjects,1-2 hrs,5.0,2.0,5.0,3.0,Yes,No,Nothing-come regularly,High,Sometimes,Never,5.0,3 activities,0
KNU_JHS,Peri-urban,Public,Both,Male,13.0,JHS2,0,81.0,80.0,79.0,80.0,79.0,74.0,84.0,73,77.5,0,No,30-60 min,Car/trotro/bus,Yes,Tertiary,Employed,3,1,Yes-all subjects,1-2 hrs,2.0,3.0,4.0,4.0,Yes,No,Long distance/transport,High,Sometimes,Once,5.0,2 activities,0
KNU_JHS,Peri-urban,Public,Both,Male,11.7,JHS2,0.5,84.3,89.2,81.5,86.3,59.7,86.6,73.9,58.4,69.65,0,No,Less than 15 min,Walk,No,Tertiary,Employed,2.5,1,"Yes , for all subjects",More than 2 hrs,4.4,2.5,4.0,3.1,No,No,Nothing-come regularly,High,Never,Never,3.8,1 activity,0
WEWE,Rural,Public,Both,Male,13.0,JHS2,0,91.0,97.0,97.0,95.0,46.0,63.0,85.0,91,71.25,1,Yes,30-60 min,Car/trotro/bus,Yes,SHS,Employed,1,1,Yes-some subjects,More than 2 hrs,3.0,5.0,3.0,5.0,No,No,Nothing-come regularly,Low,Sometimes,Never,5.0,2 activities,0
KNU_JHS,Peri-urban,Public,Questionnaire,Male,10.0,JHS2,0,78.0,88.0,86.0,84.0,69.0,70.0,81.0,64,71.0,0,No,15-30 min,Car/trotro/bus,No,Tertiary,Employed,4,1,Yes-all subjects,1-2 hrs,4.0,3.0,2.0,5.0,Yes,No,Nothing-come regularly,Medium,Sometimes,Never,5.0,1 activity,0
WEWE,Rural,Public,Both,Female,12.0,P6,0,85.0,96.0,96.0,92.33333333333331,84.0,77.0,69.0,63,73.25,1,Yes,30-60 min,Walk,Yes,JHS,Trading/market,4,1,Yes-some subjects,Less than 1 hr,4.0,5.0,4.0,5.0,Yes,"Yes, once",Nothing-come regularly,High,Often,Once,5.0,1 activity,0
WEWE,Rural,Public,Both,Female,12.0,JHS1,0,86.0,95.0,95.0,92.0,54.0,76.0,81.0,44,63.75,1,Yes,More than 1 hour,Car/trotro/bus,Yes,Tertiary,Farming/fishing,2,0,No textbooks,1-2 hrs,5.0,3.0,5.0,3.0,No,No,Nothing-come regularly,High,Sometimes,Never,3.0,,0
SHI,Peri-urban,Private,Both,Female,13.0,JHS2,0,90.0,97.0,91.0,92.66666666666669,78.0,83.0,75.0,73,77.25,0,No,15-30 min,Car/trotro/bus,Yes,SHS,Skilled trade,4,1,No-borrow/share,1-2 hrs,3.0,4.0,4.0,4.0,No,Yes-once,Health problems,Medium,Always,Never,4.0,,0
WEWE,Rural,Public,Both,Female,8.0,P5,0.1,77.8,80.5,83.4,80.56666666666668,70.7,56.7,76.3,65.1,67.19999999999999,1,No,Less than 15 min,Car/trotro/bus,Yes,SHS,Skilled trade,2.7,1,Yes-some subjects,More than 2 hrs,1.7,2.8,3.0,4.0,Yes,No,Work to earn,Medium,Often,Once,1.9,1 activity,0
KNU_JHS,Peri-urban,Public,Both,Female,12.5,JHS1,0,85.3,91.6,93.5,88.3,83.9,81.4,86.5,82.2,83.5,0,No,Less than 15 min,Car/trotro/bus,No,Tertiary,Farming/fishing,3.8,1,Yes-some subjects,1-2 hrs,2.9,4.2,5.0,4.0,Yes,No,Nothing-come regularly,Medium,Sometimes,Once,3.8,1 activity,0
WEWE,Rural,Public,Both,Male,7.0,P4,0,75.4,71.0,74.7,73.7,62.2,67.1,66.2,53.4,62.225,1,No,15-30 min,Walk,Yes,Tertiary,Trading/market,1.9,1,Yes-some subjects,More than 2 hrs,3.0,3.7,3.2,2.9,Yes,Yes-once,Work to earn,Medium,Sometimes,2-3 times,2.0,1 activity,0
WEWE,Rural,Public,Both,Male,12.0,JHS1,0,92.0,92.0,92.0,92.0,63.0,90.0,81.0,50,71.0,1,No,More than 1 hour,Car/trotro/bus,No,Tertiary,Employed,1,1,Yes-some subjects,Less than 1 hr,5.0,3.0,5.0,3.0,Yes,"Yes, once",Nothing-come regularly,High,Always,Never,3.0,3 activities,0
AYED_RC,Rural,Public,Both,Female,11.0,P4,0,86.0,81.0,84.0,83.66666666666667,63.0,69.0,67.0,81,70.0,1,No,30-60 min,Walk,No,JHS,Skilled trade,4,1,Yes-some subjects,Less than 1 hr,5.0,5.0,5.0,5.0,No,No,Long distance/transport,High,Sometimes,2-3 times,5.0,,0
KNU_JHS,Peri-urban,Public,Both,Male,11.0,P4,0,94.0,99.0,98.0,97.0,91.0,85.0,92.0,85,88.25,0,No,Less than 15 min,Walk,Yes,Tertiary,Skilled trade,2,1,Yes-some subjects,More than 2 hrs,4.0,4.0,5.0,5.0,No,No,Nothing-come regularly,Medium,Sometimes,Never,5.0,1 activity,0
KNU_JHS,Peri-urban,Public,Questionnaire,Female,10.0,JHS1,0,81.0,80.0,71.0,77.33333333333333,62.0,63.0,79.0,73,69.25,0,No,15-30 min,Car/trotro/bus,No,Tertiary,Employed,4,1,Yes-all subjects,1-2 hrs,5.0,3.0,4.0,3.0,No,"Yes, more than once",Nothing-come regularly,High,Sometimes,Never,3.0,,0
KNU_JHS,Peri-urban,Public,Questionnaire,Female,14.0,JHS2,0,77.0,81.0,70.0,76.0,54.0,84.0,85.0,67,72.5,0,No,15-30 min,Walk,No,Tertiary,Employed,7,1,"Yes , for all subjects",More than 2 hrs,4.5,3.0,5.0,5.0,No,Yes-more than once,Nothing-come regularly,High,Sometimes,Never,4.5,3 activities,0
KNU_JHS,Peri-urban,Public,Questionnaire,Male,9.0,JHS1,0,73.0,84.0,70.0,75.66666666666667,56.0,71.0,76.0,71,68.5,0,No,Less than 15 min,Car/trotro/bus,No,Tertiary,Employed,2,1,Yes-all subjects,1-2 hrs,1.0,1.0,3.0,1.0,No,No,Nothing-come regularly,High,Always,Never,2.0,1 activity,0
KNU_JHS,Peri-urban,Public,Questionnaire,Male,12.0,JHS2,0,81.0,93.0,82.0,85.33333333333333,61.0,85.0,74.0,59,69.75,0,No,Less than 15 min,Car/trotro/bus,No,Tertiary,Employed,2,1,"Yes , for all subjects",More than 2 hrs,4.5,3.0,4.5,3.0,No,No,Nothing-come regularly,High,Never,Never,4.0,1 activity,0
SHI,Peri-urban,Private,Both,Female,13.0,JHS1,0,92.0,85.0,93.0,90.0,69.0,57.0,68.0,68,65.5,0,No,Less than 15 min,Walk,Yes,JHS,Farming/fishing,1,1,No-borrow/share,1-2 hrs,5.0,4.0,1.0,2.0,No,No,Nothing-come regularly,Medium,Sometimes,More than 3 times,2.0,1 activity,0
SHI,Peri-urban,Private,Both,Female,13.0,JHS2,0,93.0,86.0,86.0,88.33333333333333,60.0,74.0,65.0,65,66.0,0,No,Don't know,Bicycle/motorbike,No,Tertiary,Employed,3,1,No-borrow/share,Less than 1 hr,4.0,3.0,3.0,2.0,No,Yes-once,Nothing-come regularly,Don't know,Often,Once,2.0,1 activity,0
SHI,Peri-urban,Private,Both,Male,13.0,JHS1,0,79.0,72.0,72.0,74.33333333333333,57.0,50.0,47.0,56,52.5,0,No,Less than 15 min,Walk,Yes,SHS,Trading/market,3,1,Yes-some subjects,More than 2 hrs,2.0,4.0,4.0,2.0,Yes,No,Work to earn,Medium,Often,2-3 times,4.0,1 activity,1
WEWE,Rural,Public,Both,Male,13.0,JHS2,0,88.0,92.0,92.0,90.66666666666669,94.0,73.0,61.0,62,72.5,1,Yes,15-30 min,Car/trotro/bus,Don't know,Tertiary,Farming/fishing,12,1,Yes-some subjects,1-2 hrs,3.0,3.0,3.0,3.0,No,No,Nothing-come regularly,Medium,Always,Never,3.0,1 activity,0
KNU_JHS,Peri-urban,Public,Both,Female,11.0,P6,0,98.0,91.0,89.0,92.66666666666669,92.0,92.0,92.0,88,91.0,0,No,Less than 15 min,Walk,Yes,Tertiary,Skilled trade,1,1,Yes-all subjects,More than 2 hrs,4.0,5.0,3.0,2.0,No,No,Nothing-come regularly,High,Always,2-3 times,4.0,1 activity,0
WEWE,Rural,Public,Both,Male,12.0,P6,0,91.0,95.0,95.0,93.66666666666669,56.0,48.0,73.0,40,54.25,1,Yes,Less than 15 min,Walk,Yes,SHS,Skilled trade,1,0,Yes-some subjects,1-2 hrs,4.0,5.0,4.0,5.0,No,"Yes, once",Nothing-come regularly,Medium,Always,Never,5.0,1 activity,0
KNU_JHS,Peri-urban,Public,Both,Female,12.0,JHS1,0.2,74.1,81.2,73.5,74.2,61.9,69.6,52.9,73.8,64.55,0,No,30-60 min,Walk,No,Tertiary,Employed,2.7,1,Yes-all subjects,Less than 1 hr,5.3,4.1,5.1,4.2,No,"Yes, once",Nothing-come regularly,High,Often,Never,3.9,2 activities,0
KNU_JHS,Peri-urban,Public,Both,Male,13.0,JHS1,0,88.0,88.0,82.0,86.0,64.0,71.0,67.0,72,68.5,0,No,Less than 15 min,Walk,Yes,SHS,Employed,1,1,Yes-some subjects,1-2 hrs,4.0,4.0,2.0,2.0,No,No,Nothing-come regularly,High,Sometimes,Once,1.0,1 activity,0
WEWE,Rural,Public,Both,Male,9.0,P5,1,88.0,92.0,92.0,90.66666666666669,88.0,71.0,73.0,43,68.75,1,Yes,30-60 min,Car/trotro/bus,Yes,SHS,Trading/market,2,0,Yes-some subjects,More than 2 hrs,3.0,3.0,3.0,3.0,No,"Yes, more than once",Nothing-come regularly,High,Sometimes,Once,3.0,1 activity,0
KNU_JHS,Peri-urban,Public,Both,Female,13.1,JHS1,0,84.1,75.0,78.7,80.3,73.7,75.5,71.0,74.2,73.6,0,No,15-30 min,Walk,Yes,Tertiary,Skilled trade,5.9,1,Yes-some subjects,More than 2 hrs,3.9,5.4,5.2,4.8,Yes,No,Help at home,Medium,Sometimes,Never,4.7,1 activity,0
KNU_JHS,Peri-urban,Public,Questionnaire,Male,10.0,JHS1,0,85.0,82.0,86.0,84.33333333333333,85.0,66.0,66.0,85,75.5,0,Unknown,Less than 15 min,Car/trotro/bus,Don't know,Tertiary,Employed,1,1,Yes-all subjects,1-2 hrs,2.0,5.0,5.0,3.0,No,"Yes, more than once",Nothing-come regularly,Medium,Sometimes,Never,5.0,1 activity,0
KNU_JHS,Peri-urban,Public,Both,Male,13.1,JHS2,0.1,64.5,66.7,70.6,67.8,60.1,64.6,73.3,71.2,67.3,0,No,15-30 min,Car/trotro/bus,No,Tertiary,Farming/fishing,1.7,1,Yes-some subjects,More than 2 hrs,2.9,2.9,2.9,3.2,Yes,Yes-more than once,Help at home,Medium,Sometimes,2-3 times,2.9,1 activity,0
KNU_JHS,Peri-urban,Public,Both,Male,9.6,JHS2,0,84.2,81.6,95.3,87.7,79.2,62.9,58.5,72.3,68.225,0,No,30-60 min,Car/trotro/bus,No,Tertiary,Employed,5.3,1,Yes-all subjects,1-2 hrs,2.0,3.8,5.4,3.1,Yes,No,Nothing-come regularly,Medium,Often,Never,5.5,1 activity,0
SHI,Peri-urban,Private,Both,Female,14.5,JHS2,0,77.5,77.6,78.8,77.96666666666665,53.2,62.8,60.6,55.4,58.0,0,No,15-30 min,Car/trotro/bus,Yes,SHS,Trading/market,4.4,1,No-borrow/share,More than 2 hrs,4.3,4.7,2.7,4.1,Yes,Yes-once,Work to earn,Medium,Always,Once,3.8,1 activity,0
WEWE,Rural,Public,Both,Female,13.0,JHS2,0,88.0,96.0,96.0,93.33333333333331,75.0,54.0,72.0,88,72.25,1,Unknown,15-30 min,Car/trotro/bus,Don't know,JHS,Skilled trade,2,1,No-borrow/share,More than 2 hrs,3.0,2.0,3.0,2.0,No,"Yes, once",Nothing-come regularly,Medium,Always,Never,2.0,1 activity,0
KNU_JHS,Peri-urban,Public,Questionnaire,Male,11.0,JHS2,0,77.0,79.0,77.0,77.66666666666667,61.0,69.0,60.0,72,65.5,0,No,30-60 min,Car/trotro/bus,No,SHS,Employed,4,1,"Yes , for some",1-2 hrs,5.0,5.0,5.0,3.0,No,No,Nothing-come regularly,High,Never,Never,4.0,1 activity,0
WEWE,Rural,Public,Both,Male,6.0,P4,0.2,76.6,77.8,86.3,80.23333333333333,65.2,65.1,70.2,60.4,65.225,1,No,Less than 15 min,Walk,Yes,JHS,Trading/market,3.3,1,Yes-some subjects,,3.8,3.8,3.5,3.8,Yes,No,Help at home,Medium,Often,Never,1.8,,0
KNU_JHS,Peri-urban,Public,Both,Male,12.6,JHS1,0,86.0,83.9,86.1,82.0,80.0,67.5,66.1,85.7,74.825,0,No,Less than 15 min,Walk,No,SHS,Trading/market,3.1,1,Yes-all subjects,More than 2 hrs,5.1,5.3,3.9,3.8,Yes,No,Help at home,High,Sometimes,Never,4.1,2 activities,0
KNU_JHS,Peri-urban,Public,Both,Female,13.0,JHS1,0,79.0,79.0,73.0,77.0,68.0,75.0,67.0,77,71.75,0,No,30-60 min,Car/trotro/bus,Yes,Tertiary,Skilled trade,1,1,Yes-some subjects,1-2 hrs,3.0,4.0,3.0,4.0,Yes,No,Long distance/transport,High,Often,Never,2.0,,0
KNU_JHS,Peri-urban,Public,Both,Male,10.8,JHS1,0,77.5,85.3,70.8,74.6,65.4,74.8,82.5,63.9,71.64999999999999,0,No,15-30 min,Car/trotro/bus,No,Don't know,Trading/market,2.6,1,Yes-all subjects,1-2 hrs,3.8,2.7,4.8,3.9,No ,No,Nothing-come regularly,Medium,Sometimes,Never,3.3,1 activity,0
KNU_JHS,Peri-urban,Public,Both,Female,13.0,JHS2,0,91.0,94.0,91.0,92.0,93.0,80.0,90.0,82,86.25,0,No,Less than 15 min,Car/trotro/bus,Yes,Tertiary,Skilled trade,5,1,Yes-all subjects,More than 2 hrs,5.0,4.0,5.0,4.0,No,No,Nothing-come regularly,High,Always,Once,4.0,,0
WEWE,Rural,Public,Both,Female,13.0,JHS2,0,96.0,99.0,99.0,98.0,90.0,76.0,89.0,96,87.75,1,Unknown,15-30 min,Car/trotro/bus,Don't know,SHS,Trading/market,2,1,Yes-some subjects,More than 2 hrs,4.0,5.0,4.0,5.0,No,"Yes, more than once",Nothing-come regularly,Low,Always,Never,5.0,,0
WEWE,Rural,Public,Both,Male,6.0,P4,0,92.0,85.0,93.0,90.0,69.0,57.0,68.0,68,65.5,1,No,Less than 15 min,Walk,Yes,JHS,Farming/fishing,1,1,No-borrow/share,1-2 hrs,5.0,4.0,1.0,2.0,No,No,Nothing-come regularly,Medium,Sometimes,More than 3 times,2.0,1 activity,0
KNU_JHS,Peri-urban,Public,Both,Female,14.2,JHS2,0,81.2,88.5,81.5,85.4,61.8,58.8,58.6,51.6,57.7,0,No,15-30 min,Car/trotro/bus,Yes,JHS,Employed,2.8,1,No-borrow/share,1-2 hrs,4.2,5.3,3.7,4.5,Yes,No,Help at home,Medium,Rarely,Once,4.4,2 activities,0
WEWE,Rural,Public,Both,Male,13.0,JHS2,0,85.0,88.0,88.0,87.0,89.0,79.0,52.0,91,77.75,1,No,Less than 15 min,Car/trotro/bus,No,SHS,Skilled trade,5,1,Yes-some subjects,1-2 hrs,5.0,3.0,5.0,3.0,No,No,Nothing-come regularly,Don't know,Sometimes,Never,3.0,1 activity,0
SHI,Peri-urban,Private,Both,Female,14.0,JHS2,0,73.0,77.0,79.0,76.33333333333333,68.0,69.0,61.0,62,65.0,0,No,30-60 min,Car/trotro/bus,Yes,SHS,Employed,3,1,No-borrow/share,1-2 hrs,4.0,4.0,5.0,5.0,Yes,Yes-once,Long distance/transport,Medium,Sometimes,Never,5.0,2 activities,0
