school_code,geographic_zone,school_type,data_source,gender,age_at_start_of_academic_year,class_level,grade_repetition_count,term_1_attendance,term_2_attendance,term_3_attendance,average_attendance,english_exam_score,math_exam_score,science_exam_score,social_studies_exam_score,average_exam_score,school_feeding_status,leap_beneficiary_status,travel_time_to_school,mode_of_transport_to_school,govt_support,parent_guardian_education_level,parent_guardian_occupation,no_of_siblings_in_school,home_has_electricity,own_textbooks,daily_study_hours_at_home,safety_at_home,safety_at_school,teacher_support_rating,school_enjoyment,missed_school_for_choreswork,missed_school_due_to_illness,barriers_to_regular_attendance,family_income_level,parent_attends_school_events,behaviour_warnings_punishments,class_participation,extracurricular_activities,dropout_label
WEWE,Peri-urban,Private,Questionnaire,Male,13.030107847082277,JHS2,0,76.94433341046434,89.18212350272334,85.21363180943628,87.85267280331514,74.6806398250448,-0.5045117030609347,48.93619146117294,84.04861093895708,65.80115720280963,0,No,30-60 min,Car/trotro/bus,Yes,Tertiary,Skilled trade,7,1,No-borrow/share,1-2 hrs,4.17732563427309,3.2726472663083124,3.1686353271580225,3.979619471090775,Yes,"Yes, once",Help at home,Medium,Sometimes,Never,4.133406088937053,1 activity,0
WEWE,Peri-urban,Public,Both,Male,11.478246704103093,P5,0,77.67909886131626,85.82704311078268,83.58727026412586,88.8672721314486,82.37676098127127,49.31674641682599,72.25655254893661,32.98371231924281,54.647637213282245,0,No,15-30 min,Car/trotro/bus,Yes,SHS,Trading/market,3,1,Yes-some subjects,More than 2 hrs,4.074045957682096,5.519539659424217,5.268341771147848,5.069293842450802,Yes,No,Work to earn,Medium,Often,Never,3.1753367402047603,1 activity,0
KNU_JHS,Rural,Public,Both,Female,11.484387185137416,JHS2,0,75.68502108867472,66.16628224813503,70.09592249684681,88.07676762782901,71.93273837060795,59.95048694591051,48.1712429946111,45.64682001949322,58.321011838603404,0,No,30-60 min,Walk,No,Tertiary,Farming/fishing,2,1,No-borrow/share,1-2 hrs,4.24231275233929,3.9114016395079463,5.195155112484663,5.119341464825837,Yes,No,Nothing-come regularly,Medium,Often,Once,4.248754527309304,1 activity,0
KNU_JHS,Peri-urban,Public,Both,Male,11.529093568354128,JHS1,0,73.65244655028805,99.923005132263,87.00094221464107,93.59587934186875,57.76393102249392,55.03952482964164,87.88200541576887,67.31693622503026,69.44424400874654,0,No,Less than 15 min,Car/trotro/bus,No,SHS,Trading/market,12,1,Yes-some subjects,More than 2 hrs,4.1924895584802995,5.291353307964281,3.977961344365564,4.878610325578994,No,Yes-once,Nothing-come regularly,High,Always,Once,2.5964658546620325,2 activities,0
SHI,Rural,Public,Both,Female,12.17222019326989,JHS2,0,73.77716748519182,38.27562309344717,76.49778083790521,85.3480750223273,57.90447792497151,45.47710584107539,93.43366641953816,60.449766315136735,34.414937748315396,0,Yes,Less than 15 min,Walk,Yes,SHS,Skilled trade,1,1,Yes-some subjects,More than 2 hrs,3.0164682383804085,3.2749165985720294,4.5993399858514685,4.509969988823968,Yes,"Yes, more than once",Nothing-come regularly,Medium,Never,Once,1.5235009165433084,2 activities,0
AYED_RC,Rural,Public,Both,Male,12.0779167355324,P4,0,78.92737480140752,102.29925321105002,85.50004982304628,74.20805065414277,75.59468231932854,46.854594513843665,70.60362726204659,29.897784163661257,72.25685695451212,0,No,More than 1 hour,Car/trotro/bus,Yes,SHS,Employed,2.9,1,Yes-all subjects,Less than 1 hr,5.4261199232516875,5.514320427457649,4.03690311897569,5.042828876977468,Yes,"Yes, more than once",Long distance/transport,Medium,Sometimes,Never,3.2452226795999803,1 activity,0
KNU_JHS,Peri-urban,Public,Both,Female,13.246080942326554,P5,0,80.05877032665741,71.16647239220868,94.7488600283221,86.00395651495079,2.1201863397371383,75.1467856443777,98.05110836183741,31.369442999242818,62.58177404602473,0,No,15-30 min,Walk,No,Tertiary,Employed,3,1,"Yes , for all subjects",More than 2 hrs,3.919555568658414,5.466130320820331,5.212675531175394,4.915498926848221,No,Yes-more than once,Nothing-come regularly,Low,Often,Once,1.4863194918552076,1 activity,0
KNU_JHS,Rural,Public,Both,Female,12.844867932905256,JHS2,0.5,84.81299127071837,80.61410345912518,30.452743608009577,90.23833789988896,87.46065608678701,65.20861712233291,75.83882103387228,23.9984629609934,62.46369547723733,0,No,30-60 min,Walk,No,JHS,Farming/fishing,4,0,Yes-all subjects,More than 2 hrs,2.921024087187288,5.445479199381155,5.715550182043297,4.7079583758456796,Yes,"Yes, more than once",Nothing-come regularly,Low,Always,Never,4.051471418147081,1 activity,0
KNU_JHS,Peri-urban,Public,Both,Male,12.313859443991527,JHS1,0.7,75.45084659975015,91.93222028493294,71.4369330883135,76.55541585176222,86.34329860424515,80.31677085414437,75.67165282884771,21.26909770602333,71.95352735397793,1,Unknown,Less than 15 min,Walk,No,Tertiary,Employed,5,1,No-borrow/share,1-2 hrs,4.014079307879415,3.4349817270461784,4.658848375614303,2.902303151349,Yes,No,Nothing-come regularly,Medium,Always,Never,5.482190432709226,1 activity,0
WEWE,Rural,Public,Both,Male,11.626324258283585,P6,0,92.02120968066993,99.40774964650295,88.2223047444218,84.43949231367456,75.73073342858066,56.35503119618758,73.44344516353588,82.55601553404253,65.20364030146096,1,No,Less than 15 min,Walk,Yes,JHS,Trading/market,2,1,Yes-some subjects,1-2 hrs,4.146897611681158,5.1753591566558645,3.0079526676863537,4.11740421403957,No,"Yes, more than once",Nothing-come regularly,Medium,Sometimes,Once,3.1117824565796375,1 activity,0
WEWE,Peri-urban,Public,Both,Male,5.173064644483238,JHS1,0.1,91.62604220808839,66.65637985763117,101.60379947624118,83.33407643365345,89.10182537548008,72.71355399008651,74.6109430083089,36.18266233141873,42.11434024090927,0,No,15-30 min,Car/trotro/bus,Yes,Tertiary,Employed,3.9,1,No-borrow/share,1-2 hrs,5.174122224437342,5.521365327419263,5.059710744706334,1.099833107763829,No,No,Work to earn,High,Often,Once,2.7707889392161196,1 activity,0
KNU_JHS,Peri-urban,Public,Both,Female,11.846160964155125,P5,1,70.88301714320384,91.55583214373083,77.11516595554697,81.98527121721627,79.07270255672154,58.06528127464581,76.99017634603017,57.78112402459421,73.99696230308075,1,Unknown,More than 1 hour,Car/trotro/bus,Don't know,Don't know,Employed,4,1,Yes-some subjects,Less than 1 hr,5.202904952983168,5.578477696004689,4.378267247217769,3.475025456745173,No,"Yes, once",Help at home,Medium,Sometimes,Never,2.7973000667064127,1 activity,0
AYED_RC,Peri-urban,Public,Both,Male,13.25023190978647,P5,0,80.00906207912475,90.14255733248794,95.70002821594908,76.22968282258594,74.03380948649455,57.888780610969484,52.065390939377394,28.502330648633624,45.75231533704263,1,Yes,Less than 15 min,Walk,No,JHS,Trading/market,4,1,Yes-some subjects,1-2 hrs,4.80789402512113,4.5599112881900155,4.41162612962623,3.7007486760171373,Yes,Yes-more than once,Nothing-come regularly,Medium,Always,Never,4.9716368480529,2 activities,0
KNU_JHS,Rural,Private,Both,Male,12.357911596998395,JHS1,0.1,89.14166456090155,89.22520601491998,91.7800313300998,78.23499059437032,75.71953901766418,88.97834671129444,70.39804769784566,20.113131048019063,74.25277849051679,0,No,Less than 15 min,Car/trotro/bus,No,JHS,Skilled trade,2,1,Yes-some subjects,1-2 hrs,4.852745429327179,5.409707422590706,4.95291739280578,2.9787171389968297,No,No,Help at home,Medium,Sometimes,Never,1.5734060202493956,1 activity,0
WEWE,Peri-urban,Private,Both,Female,12.658105537109092,JHS2,0,84.45949911177716,87.30733536514907,94.03565936605544,79.33276727414163,70.32979532673953,64.30372494365919,58.59445849770977,56.05061696029149,24.264454808752145,0,No,More than 1 hour,Walk,Yes,SHS,Skilled trade,4.2,1,No textbooks,Less than 1 hr,2.882677698945249,2.4752016728382404,5.3475994523152135,3.9169325902519954,Yes,No,Nothing-come regularly,Medium,Never,Once,2.943501454550212,2 activities,0
WEWE,Rural,Public,Questionnaire,Female,9.680076605893031,JHS2,0,90.47487760885262,93.28997750941194,71.56910310523071,99.9662329825035,95.4866139413597,70.72288011178226,40.9669314111399,52.358864694308004,61.60032877986617,1,No,More than 1 hour,Walk,Yes,JHS,Skilled trade,3,0,No-borrow/share,1-2 hrs,4.217630439099226,3.3793787266959425,4.888721098053542,3.57385899006713,yes,Yes-once,Nothing-come regularly,Medium,Always,Once,4.211214244741349,2 activities,0
WEWE,Rural,Public,Both,Female,4.836859168679643,JHS1,0.1,84.68425640783451,85.20630898825752,88.8899561318153,67.9961404944236,39.66227838181433,48.00497982546816,80.49891522004255,57.53189013936225,82.18601915700583,0,No,15-30 min,Walk,Yes,JHS,Farming/fishing,4,0,Yes-some subjects,1-2 hrs,2.4815376319256526,5.173266189779291,4.793239214380114,2.982826350795593,No,Yes-more than once,Nothing-come regularly,High,Often,More than 3 times,4.953916527257831,2 activities,0
WEWE,Rural,Public,Both,Female,9.809086260455281,JHS1,0.1,80.9611713263491,88.76149347906308,78.05641165832951,89.50413921995622,76.12667340138204,68.42420356380708,54.887261878476934,34.49604912349866,65.49511447599185,1,No,30-60 min,Car/trotro/bus,Yes,Tertiary,No paid work,2,0,Yes-all subjects,Less than 1 hr,3.1121702693238875,2.657283093199348,2.903269135972978,5.1530270384202,No,"Yes, once",Help at home,Medium,Always,Once,2.847338250535149,1 activity,0
KNU_JHS,Peri-urban,Public,Both,Male,13.907129598779632,JHS1,0,82.42845772191257,89.58266320169845,90.82229383456553,73.54942278762506,64.59777047272513,59.40271825185038,82.47797179580036,31.259849491354004,80.13446169425637,1,Unknown,15-30 min,Walk,Yes,Tertiary,Farming/fishing,5,1,No-borrow/share,Less than 1 hr,1.6295135979998991,4.938822027070033,4.264057109473156,3.6595901588519326,Yes,No,Nothing-come regularly,Medium,Sometimes,Never,5.699408881198188,1 activity,0
KNU_JHS,Peri-urban,Public,Both,Female,9.43622154804632,P5,0.5,77.19693975835403,84.81924455595515,92.88592977212382,83.38666123623015,70.77297688601169,96.57576940389603,50.59255431971151,52.74157664279915,66.0484677189589,0,Yes,15-30 min,Car/trotro/bus,No,JHS,Skilled trade,1,1,Yes-some subjects,Less than 1 hr,5.132170928144654,5.657359190733651,3.2404002834776886,4.508342321532118,No,No,Nothing-come regularly,High,Often,Once,3.010431001579672,1 activity,0
WEWE,Rural,Public,Both,Female,13.14098299177708,P5,0,81.26151448038794,77.19109298151486,64.4406719014914,85.35322799829261,79.67276262708506,58.3936655990222,66.89166344499593,37.27542161636933,59.978198587195195,0,No,Less than 15 min,Car/trotro/bus,Don't know,Don't know,Farming/fishing,3,1,Yes-some subjects,More than 2 hrs,3.250663328765196,5.557028551480592,4.0133090618596245,4.7377130154911,No,No,Nothing-come regularly,Low,Always,Never,4.61624577122492,2 activities,0
KNU_JHS,Peri-urban,Public,Both,Female,9.805150136617044,P4,0,84.54039146553944,89.37428504513397,74.5403624676782,85.8688928309765,86.22880421815358,69.44866061328271,75.4832159059569,58.78419022560797,59.206554989096816,1,No,Don't know,Car/trotro/bus,No,SHS,Farming/fishing,1,1,Yes-some subjects,1-2 hrs,4.205597787745225,4.247092768247629,2.9571047520791693,5.043125302619728,No,No,Long distance/transport,Medium,Sometimes,More than 3 times,5.520473500043241,1 activity,0
WEWE,Peri-urban,Public,Both,Female,6.632785976947605,JHS1,0,68.44488738503657,106.34931032388369,80.94312739749695,85.81793293639755,69.54171443590212,63.136406909798225,45.589486946043564,63.12824529177256,67.18578670144048,0,No,Less than 15 min,Car/trotro/bus,Don't know,SHS,Trading/market,2.7,1,Yes-some subjects,1-2 hrs,4.2044723218989795,5.201585179612139,3.0780621665476726,4.896015792836704,Yes,"Yes, once",Help at home,Medium,Rarely,Never,2.8093236639459547,2 activities,0
KNU_JHS,Rural,Public,Questionnaire,Male,13.063504819309989,JHS2,0,74.94076608388426,88.8446140920224,71.73976408187337,89.83380598836798,67.95668230387933,34.97273191032983,50.81373312060079,25.71599932816798,65.38911888695348,1,No,Less than 15 min,Car/trotro/bus,No,SHS,Trading/market,4.2,1,Yes-some subjects,1-2 hrs,4.13518943935824,5.522369242414321,3.781388519441672,4.761227485249183,No,Yes-more than once,Nothing-come regularly,Medium,Often,Never,4.72284876344916,2 activities,0
WEWE,Peri-urban,Public,Questionnaire,Female,10.212297839205137,JHS1,1,96.87472278226558,85.34741754686716,68.08355870509534,96.60385173010185,73.58875888138107,75.02582690773006,50.87153367599324,62.188047090596335,67.79115901926114,1,Unknown,15-30 min,Car/trotro/bus,No,Tertiary,Skilled trade,3,1,Yes-some subjects,1-2 hrs,4.226613918603357,5.092136454266271,5.004351641971705,3.718237200869529,Yes,"Yes, once",Nothing-come regularly,Low,Often,Once,3.7849079141165225,1 activity,0
WEWE,Peri-urban,Public,Both,Male,13.404152279140913,JHS2,0,77.88990687635409,76.30370498135684,95.31052267920163,80.55972377503038,42.650590559713166,48.06122230103774,70.39558321415711,57.89693448864915,71.05005482662644,0,No,15-30 min,Car/trotro/bus,No,Tertiary,Employed,2,1,Yes-all subjects,More than 2 hrs,4.076715476701491,5.600285348363274,5.343389053051782,4.2072268465093074,Yes,"Yes, more than once",Nothing-come regularly,Medium,Sometimes,More than 3 times,3.171424840726476,1 activity,0
SHI,Peri-urban,Public,Both,Male,14.25042386172661,JHS2,0,76.11417204488336,97.03369862207153,84.46674229419853,90.61052831626507,50.100335630411664,55.0480342741832,76.14916176015856,47.68743044116823,15.870063064925695,0,No,Less than 15 min,Walk,No,Primary,Employed,2.4,1,Yes-some subjects,1-2 hrs,3.9616648114751394,3.5861702357536247,3.100066655913087,4.860067256047984,Yes,No,Nothing-come regularly,Medium,Always,Once,5.391915402416479,1 activity,0
KNU_JHS,Peri-urban,Public,Both,Female,6.191510279031712,P4,2,82.04888083764682,95.26274695281532,83.09213618142962,87.43724949635252,72.74585160768052,82.76540106709538,52.81425449559188,55.02977911286962,64.4903602589449,0,Yes,30-60 min,Walk,Yes,Don't know,Skilled trade,4.3,1,Yes-some subjects,More than 2 hrs,5.902404570752942,0.1454099372602209,4.92996239256826,1.3714200336298399,Yes,No,Nothing-come regularly,Medium,Sometimes,Never,4.488518543210684,1 activity,0
WEWE,Rural,Public,Both,Male,13.523491624387995,P4,0,82.29007933080796,80.18662250069185,86.9761886058977,88.86815429414722,92.3507943709532,58.20670098165003,88.72874256238559,40.555374615276094,82.99325559273483,0,No,Less than 15 min,Car/trotro/bus,Yes,JHS,Skilled trade,1.4,1,Yes-some subjects,1-2 hrs,3.117488780606871,2.6034406213585775,2.7954049985292557,3.995125157007261,Yes,No,Nothing-come regularly,Medium,Often,2-3 times,4.82547993418272,2 activities,0
WEWE,Rural,Public,Both,Male,8.828134361273538,P6,0.9,25.900057300126047,79.36340331704035,84.59440247096931,89.99571122037274,65.43180294421069,47.078852599468306,71.33883475568989,48.13976381826691,51.773537254231876,1,Yes,More than 1 hour,Car/trotro/bus,No,JHS,Employed,2.2,1,Yes-some subjects,1-2 hrs,4.123729262849528,3.5086408798824933,4.856106107704173,4.04879156084933,Yes,No,Help at home,Low,Sometimes,2-3 times,4.447864366872177,1 activity,0
WEWE,Peri-urban,Public,Both,Male,11.244670396773685,JHS2,1,64.74119236733291,80.69084292034319,71.14106376041096,94.16058409739439,65.51039180493078,63.25215875093599,75.74516569769746,71.26050269385078,77.75401960119221,1,Unknown,More than 1 hour,Car/trotro/bus,Yes,Tertiary,Farming/fishing,21,1,Yes-some subjects,More than 2 hrs,2.9315068790158456,5.515349747420602,3.9555388244745466,2.8999718449715473,No,No ,Nothing-come regularly,Medium,Rarely,Once,3.028626495860837,2 activities,0
AYED_RC,Rural,Public,Both,Male,11.614215244629605,JHS2,0,67.86107516415996,75.38214367231231,66.86511185090916,87.8947701892371,67.58814633740622,58.653674753854425,72.64366148078608,73.42945689050951,61.33932981541834,0,No,More than 1 hour,Car/trotro/bus,No,Don't know,Skilled trade,2,1,Yes-some subjects,1-2 hrs,5.3400343565403325,3.4111287853655936,3.027891132936148,5.464845337642894,Yes,No,Nothing-come regularly,Medium,Rarely,Once,4.811494555973861,1 activity,0
WEWE,Peri-urban,Private,Both,Male,13.199740274153065,JHS2,0,77.75390321741254,87.85626337049015,77.51933310270365,75.76387684870313,87.1544787862929,86.58385456351608,76.3487485166959,46.0035712610173,64.45398870452145,0,No,30-60 min,Car/trotro/bus,Yes,SHS,Skilled trade,3,1,Yes-some subjects,Less than 1 hr,5.295220008788679,5.6347192697656565,4.254964304535498,4.947929354963994,Yes,No,Long distance/transport,Low,Often,Once,2.9409679818546977,2 activities,0
KNU_JHS,Peri-urban,Private,Both,Male,9.809431635792759,JHS2,0,83.17673799439616,72.03941694511913,86.90649536954439,83.15313469214763,71.05903561251321,92.09562455495454,59.79900434562144,54.758405038779415,63.41922554458633,0,Yes,30-60 min,Car/trotro/bus,No,JHS,Skilled trade,3,1,No-borrow/share,1-2 hrs,3.241467258163398,5.665800433344582,3.3519048893275474,2.688026387065781,Yes,Yes-once,Help at home,Medium,Sometimes,Never,1.9797137292520925,1 activity,0
AYED_RC,Rural,Public,Both,Male,13.141899424854364,JHS2,0,83.65600909962049,69.96936207992846,71.65854440544851,75.3548149460479,71.49983203383452,94.68351035224453,80.27064553035643,26.52282408651781,67.97440249418115,0,No,15-30 min,Car/trotro/bus,No,JHS,Not collected,0,1,Yes-all subjects,1-2 hrs,4.029055838040156,3.608423652443726,3.8720124669998834,2.8706279568286135,Yes,No,Safety on way,Medium,Always,Never,3.0193388942832025,1 activity,0
KNU_JHS,Rural,Public,Both,Male,9.178137862114085,JHS2,1,69.91523636145332,93.57275317968734,82.56707102875743,71.41850334788552,69.13866241072,30.940839114127638,56.40671752209324,55.13909085649523,52.94554110661092,0,No,30-60 min,Car/trotro/bus,Yes,Tertiary,Employed,1,1,Yes-some subjects,1-2 hrs,5.243299961277496,5.2478384133583145,4.241686053086574,4.865976174078483,Yes,No,Nothing-come regularly,High,Always,Never,4.796446721115607,2 activities,0
KNU_JHS,Rural,Public,Both,Female,11.483481941541445,JHS1,0,91.42732186100196,96.35710328420676,92.5693805285492,101.6651367796811,62.86649365187699,59.28542268945584,51.58405945946028,78.40557262740657,71.35781825264601,0,No,Less than 15 min,Walk,No,Tertiary,Employed,3,1,Yes-some subjects,More than 2 hrs,3.9358686994608636,5.30815592573671,5.4378608787867195,0.5185179938013322,Yes,"Yes, once",Nothing-come regularly,Medium,Always,Never,3.3949334410625935,3 activities,0
SHI,Peri-urban,Public,Both,Female,5.273775077312904,JHS2,0,77.7808637221624,70.84945214305634,72.51477809258436,101.49179957795933,66.88272516736092,50.08706543949422,53.88236293099679,20.7945545224148,88.89544765700141,0,No,15-30 min,Car/trotro/bus,No,SHS,Trading/market,1.1,1,No textbooks,1-2 hrs,5.440136136621275,3.6003507903703875,2.975626358892561,5.148905638979142,Yes,No,Nothing-come regularly,Medium,Often,Never,4.683920901433409,2 activities,0
KNU_JHS,Rural,Public,Both,Male,11.579728555310526,JHS2,0.1,100.38594797115024,45.47503380538437,87.73555697245443,84.70012436226239,71.20824362379372,62.85934633702473,54.55165314160788,47.77737781092796,57.93173701362955,0,No,Less than 15 min,Car/trotro/bus,Yes,JHS,Trading/market,Not collected,1,Yes-some subjects,Less than 1 hr,4.497474308440935,3.0527727801250695,0.3009702098066316,4.9786684623783355,Yes,Yes-once,Help at home,Medium,Rarely,Never,3.0098809151490427,1 activity,0
SHI,Peri-urban,Public,Both,Male,10.531329700011305,P4,0,67.67722928591688,101.36490919655365,79.80690837383432,76.3761086966885,37.42706546288244,54.042557908933205,68.73584056040825,61.947878690962014,67.25641554922274,1,No,Less than 15 min,Walk,Yes,JHS,Farming/fishing,2.3,0,Yes-some subjects,1-2 hrs,4.080033655052899,5.1040015688358364,3.068057729297489,4.942293476131943,No,No,Work to earn,High,Sometimes,Never,3.015970570137822,2 activities,0
SHI,Peri-urban,Public,Both,Male,11.608840244269294,JHS2,0,87.01549707686395,74.08633426513319,77.07943912726421,87.65017935979847,34.57028013305411,70.28034412169296,74.33952120474406,46.21846461982952,61.66264656711882,0,No,Less than 15 min,Walk,Don't know,Don't know,Trading/market,3,0,Yes-some subjects,Less than 1 hr,5.461252931639201,3.3213842972772403,3.8914027275875127,4.5692432652249035,Yes,No,Long distance/transport,High,Often,Never,4.205404437872732,2 activities,0
WEWE,Peri-urban,Public,Both,Male,12.55773887932491,JHS1,0.2,77.38187004807386,92.10660245089394,72.76774626749514,86.29996094311637,83.65541279973874,42.77249425263767,45.59805721281428,67.97199739612108,73.5448537341667,0,No,15-30 min,Car/trotro/bus,Yes,SHS,Farming/fishing,5,1,Yes-all subjects,1-2 hrs,3.9494292186224382,5.3030259135978675,4.833223349133955,4.526529899814898,No,"Yes, once",Help at home,Medium,Always,2-3 times,3.069033730774872,2 activities,0
KNU_JHS,Rural,Public,Both,Male,8.3302869054508,JHS2,0,78.71369343662194,99.41388771840994,68.92784787050357,92.26256292943545,71.80983476780622,74.14815280025199,54.760391445893745,54.77139948451369,65.84890132979488,1,Yes,Less than 15 minutes,Walk,Yes,JHS,Farming/fishing,2,0,Yes-some subjects,1-2 hrs,5.46100486941893,4.412981828802747,4.80609641858055,2.782307467652743,Yes,No,Nothing-come regularly,Medium,Sometimes,Never,3.1274906357857786,2 activities,0
WEWE,Rural,Public,Both,Female,11.40133972052961,P5,0,79.08580185098651,67.36279018320471,65.44826548042178,84.21511830226433,75.66249235951078,44.82764532181764,48.78411797130258,58.08891150336859,65.12222717556055,1,Yes,Less than 15 min,Car/trotro/bus,Yes,SHS,Employed,2.8,1,Yes-some subjects,1-2 hrs,4.153896012731625,5.426991315611159,2.715546066600993,3.3074844706314392,Yes,"Yes, more than once",Help at home,Don't know,Often,2-3 times,2.9017551348197275,1 activity,0
WEWE,Peri-urban,Public,Both,Female,13.936478961316162,JHS1,0,83.98372389588195,93.10304765138447,69.68003380777522,92.53727342176626,73.41083127042073,58.06549998404596,45.63263817490022,45.00625749645802,46.03119516467687,0,Yes,Less than 15 min,Walk,Yes,JHS,Employed,1.9,1,Yes-all subjects,More than 2 hrs,4.316048216088053,2.715294707924876,4.34685697812168,5.0195748603720345,No,No,Nothing-come regularly,Medium,Often,Never,4.07248437059347,1 activity,0
SHI,Peri-urban,Private,Both,Male,11.493272326147315,JHS2,0,79.92157432131768,93.87505238093277,77.73521690849901,89.24470587514736,72.94618224021876,76.91064155369331,38.639228238061904,54.823282861825476,57.107765800185106,0,No,15-30 min,Car/trotro/bus,Yes,SHS,Farming/fishing,3.6,1,No-borrow/share,1-2 hrs,3.2637999748497633,3.533523344675845,4.067084001729564,0.2971103533428834,No,"Yes, more than once",Nothing-come regularly,Don't know,Always,Never,3.23255182529327,1 activity,0
SHI,Peri-urban,Public,Both,Female,13.0723957935986,JHS2,1,91.23483013228697,76.60232629298197,73.40109429242813,84.69718002671651,69.73591730617862,71.0994536805939,50.633914889060854,63.23282318046338,78.07012123309212,0,No,30-60 min,Car/trotro/bus,Yes,JHS,Employed,2.7,1,No textbooks,More than 2 hrs,4.268407279178919,5.627536177945713,2.9998076197921453,4.688050303621169,No,No,Work to earn,Medium,Often,Once,3.2764430732588186,2 activities,0
WEWE,Rural,Public,Both,Male,11.041710063001862,P4,2,-0.4219484352712257,72.23237348132417,69.62741627032406,74.57270221556239,70.33251753619669,78.7453889315376,51.97340532289314,59.12604613811027,86.62169701770222,1,No,30-60 min,Car/trotro/bus,No,Tertiary,Employed,3,1,No-borrow/share,1-2 hrs,4.391890258481594,4.9717271196134645,5.1898469493779364,1.3284470491066738,No,No,Nothing-come regularly,Medium,Often,Never,3.35023769265881,1 activity,0
WEWE,Peri-urban,Public,Both,Male,12.98591856191648,JHS2,0,75.45109204926234,86.79183671173396,92.33916066652043,89.48124722740309,47.02150117083269,38.113348621224354,81.45410412567226,43.44773817832776,64.51579741345786,0,Yes,Less than 15 min,Walk,No,SHS,Farming/fishing,1,1,No-borrow/share,1-2 hrs,4.150421084031211,3.1048751734885305,2.7735650828583274,4.0069698943424505,No,"Yes, once",Nothing-come regularly,Low,Sometimes,Never,4.847699518146936,1 activity,1
WEWE,Rural,Public,Both,Female,12.845429039285609,JHS2,0,83.42813910565633,85.70980728309675,61.471275792785306,71.82436489334161,58.957108657721506,43.42216383692657,62.96316843871897,48.016630007629274,68.2944517102151,1,No,15-30 min,Walk,Don't know,SHS,Employed,3.9,1,Yes-all subjects,More than 2 hrs,4.230637033728121,5.6656540988683375,5.499981075474414,2.874825223699678,Yes,"Yes, once",Nothing-come regularly,High,Sometimes,More than 3 times,4.254539955073623,1 activity,0
SHI,Rural,Public,Both,Male,12.830836428826364,P4,0,78.48169323640818,84.38147327634806,73.76349652227421,87.99037349273337,96.0100657182946,49.72631178167708,46.24936086654698,26.471168788058268,71.16025173714013,1,No,15-30 min,Walk,No,Don't know,Trading/market,5,1,No textbooks,More than 2 hrs,4.153646257728747,3.8652995084718724,4.359952776573147,5.192949526913363,Yes,No,Nothing-come regularly,High,Sometimes,Never,4.550379523887729,1 activity,0
KNU_JHS,Peri-urban,Public,Both,Male,12.141542813608998,JHS2,0.3,75.94803688428436,84.90980432064528,83.17199277541907,83.45334806570474,86.89449062267826,46.58112650207812,49.69037295749126,54.278666851111254,63.56738995734017,0,No,15-30 min,Car/trotro/bus,No,Tertiary,Skilled trade,2,1,Yes-some subjects,Less than 1 hr,4.2166438495812475,4.525199720144989,4.259297270973585,5.362525151425047,Yes,"Yes, once",Nothing-come regularly,High,Sometimes,Never,1.4673345460569063,2 activities,0
WEWE,Peri-urban,Public,Both,Male,14.819373780025705,P6,0,75.07345578153435,100.72596639071854,77.69558510977002,88.94816524246954,77.12666637694201,71.59257980501712,61.15164747651259,76.13760425471727,57.38684996411192,0,No,Less than 15 min,Walk,No,SHS,Skilled trade,3,1,Yes-all subjects,1-2 hrs,4.330336412855775,3.2281471517387277,4.821687550953287,0.6287573852908399,No,No,Help at home,Medium,Sometimes,Never,2.7478524348742384,2 activities,0
SHI,Rural,Public,Questionnaire,Male,10.615852378764629,JHS1,0,88.67376323020889,81.70747703636523,87.97733795558047,84.39450635602259,86.5849404371138,59.47017227526736,67.61504582241027,77.21152968608409,47.92137222773893,0,No,15-30 min,Car/trotro/bus,No,SHS,Trading/market,2.8,1,"Yes , for all subjects",More than 2 hrs,3.019545590052342,2.922847893923403,2.961460228626172,4.693671787780071,No,No,Work to earn,Low,Never,2-3 times,4.180104120326634,2 activities,0
KNU_JHS,Rural,Public,Both,Male,12.697960557076055,JHS1,1,79.29925381805543,87.54149409353259,89.37246391340088,75.681441282417,86.489672196097,42.247919227509385,67.40268806121007,71.19736187310002,64.31515054102586,1,No,Less than 15 min,Car/trotro/bus,Yes,Tertiary,Employed,3.9,1,No-borrow/share,More than 2 hrs,4.92169445161211,5.2916537240361015,3.9020227319677576,1.412188446565169,No,No,Work to earn,Medium,Always,Once,3.358602988663149,2 activities,0
KNU_JHS,Peri-urban,Public,Both,Male,6.690027420103464,P4,0.3,87.20927826815182,102.9808577234032,101.40560757315562,84.85294132198919,62.86922867457274,84.09801229503772,34.33072877602795,51.00105899015978,67.02105845306794,0,Unknown,More than 1 hour,Walk,No,JHS,Employed,4.2,1,"Yes , for some",Less than 1 hr,5.423740865645055,4.9314793166743325,2.8866721760344523,2.9574027418181714,Yes,No,Work to earn,High,Sometimes,Never,2.416154553562167,1 activity,0
KNU_JHS,Rural,Public,Both,Male,13.955924780853142,JHS2,0,95.51732107331817,78.96378134539756,78.60065208992177,72.51074024796924,67.79610663776943,77.63213094946776,69.05940616705382,68.82853457664326,75.81392545312121,1,No,Less than 15 min,Walk,Don't know,Tertiary,Employed,4,0,Yes-some subjects,1-2 hrs,5.4466845272474,3.3557581213306413,5.110128844449897,-0.11254369483573523,Yes,Yes-once,Long distance/transport,Hgh,Always,Never,4.394870494300544,1 activity,0
